MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"34,916","+/-1,828",(X),(X),"40,880","+/-1,990",(X),(X),"27,902","+/-4,843",(X),(X)
Less than high school graduate,"21,934","+/-5,990",(X),(X),"30,393","+/-6,301",(X),(X),"9,550","+/-2,631",(X),(X)
High school graduate (includes equivalency),"31,687","+/-1,887",(X),(X),"37,072","+/-3,351",(X),(X),"21,601","+/-2,873",(X),(X)
Some college or associate's degree,"36,448","+/-4,020",(X),(X),"44,722","+/-5,702",(X),(X),"27,766","+/-4,312",(X),(X)
Bachelor's degree,"42,236","+/-5,194",(X),(X),"47,813","+/-11,936",(X),(X),"40,549","+/-5,833",(X),(X)
Graduate or professional degree,"55,048","+/-9,067",(X),(X),"61,116","+/-8,391",(X),(X),"48,583","+/-8,907",(X),(X)
