MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"33,601","+/-2,003",(X),(X),"40,809","+/-1,671",(X),(X),"27,465","+/-1,895",(X),(X)
Less than high school graduate,"21,129","+/-5,449",(X),(X),"23,561","+/-7,654",(X),(X),"18,589","+/-6,022",(X),(X)
High school graduate (includes equivalency),"30,877","+/-2,509",(X),(X),"37,300","+/-4,159",(X),(X),"19,557","+/-2,750",(X),(X)
Some college or associate's degree,"32,369","+/-1,957",(X),(X),"44,493","+/-4,091",(X),(X),"27,710","+/-2,463",(X),(X)
Bachelor's degree,"41,928","+/-4,180",(X),(X),"48,125","+/-22,932",(X),(X),"40,875","+/-5,412",(X),(X)
Graduate or professional degree,"62,827","+/-5,325",(X),(X),"65,821","+/-13,498",(X),(X),"58,750","+/-13,934",(X),(X)
