MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"36,066",+/-990,(X),(X),"45,141","+/-1,890",(X),(X),"27,247","+/-1,452",(X),(X)
Less than high school graduate,"20,924","+/-1,064",(X),(X),"21,398","+/-2,361",(X),(X),"20,579","+/-1,535",(X),(X)
High school graduate (includes equivalency),"28,526","+/-2,975",(X),(X),"35,591","+/-2,226",(X),(X),"21,501","+/-1,361",(X),(X)
Some college or associate's degree,"32,121","+/-1,579",(X),(X),"41,594","+/-4,228",(X),(X),"27,277","+/-2,243",(X),(X)
Bachelor's degree,"50,338","+/-2,971",(X),(X),"64,651","+/-4,497",(X),(X),"37,296","+/-3,401",(X),(X)
Graduate or professional degree,"79,133","+/-4,452",(X),(X),"88,300","+/-4,673",(X),(X),"58,103","+/-7,404",(X),(X)
