MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"33,782","+/-1,957",(X),(X),"39,044","+/-3,530",(X),(X),"26,235","+/-1,999",(X),(X)
Less than high school graduate,"24,375","+/-5,152",(X),(X),"30,625","+/-5,834",(X),(X),"18,571","+/-6,410",(X),(X)
High school graduate (includes equivalency),"30,586","+/-1,778",(X),(X),"36,655","+/-1,466",(X),(X),"21,004","+/-2,241",(X),(X)
Some college or associate's degree,"36,210","+/-2,151",(X),(X),"45,586","+/-8,277",(X),(X),"30,326","+/-5,488",(X),(X)
Bachelor's degree,"43,207","+/-7,330",(X),(X),"51,316","+/-14,023",(X),(X),"41,579","+/-5,092",(X),(X)
Graduate or professional degree,"52,031","+/-14,640",(X),(X),"90,192","+/-65,279",(X),(X),"42,344","+/-19,597",(X),(X)
