MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"36,526",+/-947,(X),(X),"44,532","+/-2,098",(X),(X),"27,621","+/-1,654",(X),(X)
Less than high school graduate,"22,334","+/-3,352",(X),(X),"29,698","+/-9,046",(X),(X),"16,918","+/-2,960",(X),(X)
High school graduate (includes equivalency),"31,671","+/-1,197",(X),(X),"39,812","+/-2,323",(X),(X),"23,132","+/-2,335",(X),(X)
Some college or associate's degree,"37,659","+/-3,123",(X),(X),"50,805","+/-1,822",(X),(X),"28,041","+/-2,184",(X),(X)
Bachelor's degree,"50,213","+/-4,125",(X),(X),"62,438","+/-10,189",(X),(X),"40,141","+/-7,528",(X),(X)
Graduate or professional degree,"64,873","+/-8,692",(X),(X),"71,500","+/-16,741",(X),(X),"57,885","+/-6,583",(X),(X)
