MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"45,811","+/-1,246",(X),(X),"54,851","+/-2,306",(X),(X),"36,371","+/-1,239",(X),(X)
Less than high school graduate,"27,117","+/-5,798",(X),(X),"40,583","+/-9,003",(X),(X),"20,548","+/-3,625",(X),(X)
High school graduate (includes equivalency),"35,041","+/-1,801",(X),(X),"42,170","+/-2,595",(X),(X),"25,976","+/-2,284",(X),(X)
Some college or associate's degree,"41,841","+/-2,170",(X),(X),"52,462","+/-3,682",(X),(X),"31,797","+/-1,113",(X),(X)
Bachelor's degree,"55,293","+/-3,137",(X),(X),"67,893","+/-5,266",(X),(X),"45,626","+/-2,230",(X),(X)
Graduate or professional degree,"65,883","+/-4,006",(X),(X),"82,500","+/-8,877",(X),(X),"59,138","+/-4,503",(X),(X)
