MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"35,316","+/-3,097",(X),(X),"45,252","+/-4,445",(X),(X),"25,059","+/-1,751",(X),(X)
Less than high school graduate,"31,875","+/-2,300",(X),(X),"32,436","+/-4,300",(X),(X),"24,219","+/-8,649",(X),(X)
High school graduate (includes equivalency),"31,294","+/-2,626",(X),(X),"42,070","+/-3,326",(X),(X),"19,304","+/-2,496",(X),(X)
Some college or associate's degree,"36,250","+/-6,878",(X),(X),"51,034","+/-6,798",(X),(X),"26,305","+/-2,828",(X),(X)
Bachelor's degree,"44,464","+/-12,087",(X),(X),"79,750","+/-31,572",(X),(X),"32,647","+/-8,786",(X),(X)
Graduate or professional degree,"56,683","+/-2,916",(X),(X),"57,115","+/-45,492",(X),(X),"56,250","+/-4,830",(X),(X)
