MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"36,231",+/-69,(X),(X),"42,106",+/-81,(X),(X),"30,602",+/-35,(X),(X)
Less than high school graduate,"20,361",+/-35,(X),(X),"23,668",+/-65,(X),(X),"15,510",+/-44,(X),(X)
High school graduate (includes equivalency),"28,043",+/-51,(X),(X),"33,235",+/-86,(X),(X),"22,345",+/-30,(X),(X)
Some college or associate's degree,"33,820",+/-58,(X),(X),"41,407",+/-54,(X),(X),"28,285",+/-53,(X),(X)
Bachelor's degree,"50,595",+/-40,(X),(X),"61,589",+/-79,(X),(X),"41,763",+/-44,(X),(X)
Graduate or professional degree,"66,857",+/-93,(X),(X),"84,006",+/-220,(X),(X),"56,181",+/-99,(X),(X)
