MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"30,796",+/-620,(X),(X),"36,453","+/-1,316",(X),(X),"24,399","+/-1,167",(X),(X)
Less than high school graduate,"15,079","+/-2,630",(X),(X),"17,083","+/-8,932",(X),(X),"12,750","+/-3,117",(X),(X)
High school graduate (includes equivalency),"24,195","+/-1,309",(X),(X),"31,093","+/-1,061",(X),(X),"19,630","+/-1,247",(X),(X)
Some college or associate's degree,"30,193","+/-1,355",(X),(X),"37,063","+/-4,203",(X),(X),"23,150","+/-1,577",(X),(X)
Bachelor's degree,"41,173","+/-1,200",(X),(X),"45,646","+/-5,140",(X),(X),"36,262","+/-1,513",(X),(X)
Graduate or professional degree,"48,904","+/-3,302",(X),(X),"55,456","+/-4,528",(X),(X),"43,967","+/-2,809",(X),(X)
