MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"31,095",+/-665,(X),(X),"37,254","+/-1,597",(X),(X),"24,767","+/-1,534",(X),(X)
Less than high school graduate,"16,196","+/-2,126",(X),(X),"20,250","+/-11,619",(X),(X),"15,308","+/-1,809",(X),(X)
High school graduate (includes equivalency),"25,343","+/-2,039",(X),(X),"31,783","+/-1,226",(X),(X),"20,498","+/-1,210",(X),(X)
Some college or associate's degree,"30,173","+/-1,381",(X),(X),"37,925","+/-3,953",(X),(X),"23,155","+/-2,176",(X),(X)
Bachelor's degree,"41,363","+/-1,376",(X),(X),"45,212","+/-3,717",(X),(X),"36,310","+/-2,130",(X),(X)
Graduate or professional degree,"48,167","+/-4,022",(X),(X),"56,181","+/-3,976",(X),(X),"42,750","+/-3,520",(X),(X)
