MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"36,701",+/-602,(X),(X),"42,082",+/-949,(X),(X),"31,764",+/-794,(X),(X)
Less than high school graduate,"23,896","+/-3,728",(X),(X),"30,755","+/-5,940",(X),(X),"15,313","+/-2,088",(X),(X)
High school graduate (includes equivalency),"31,646","+/-1,031",(X),(X),"36,139","+/-1,182",(X),(X),"25,821","+/-2,553",(X),(X)
Some college or associate's degree,"36,957","+/-1,059",(X),(X),"45,547","+/-2,091",(X),(X),"31,839","+/-1,109",(X),(X)
Bachelor's degree,"47,129","+/-2,619",(X),(X),"54,303","+/-2,830",(X),(X),"41,908","+/-2,259",(X),(X)
Graduate or professional degree,"56,397","+/-4,395",(X),(X),"62,917","+/-11,018",(X),(X),"52,654","+/-5,316",(X),(X)
