MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"31,230","+/-1,108",(X),(X),"40,456","+/-2,486",(X),(X),"23,741","+/-1,950",(X),(X)
Less than high school graduate,"22,226","+/-5,642",(X),(X),"28,688","+/-1,656",(X),(X),"14,574","+/-6,707",(X),(X)
High school graduate (includes equivalency),"30,886","+/-1,697",(X),(X),"40,370","+/-3,336",(X),(X),"19,970","+/-1,903",(X),(X)
Some college or associate's degree,"30,265","+/-1,872",(X),(X),"41,723","+/-4,094",(X),(X),"22,917","+/-2,002",(X),(X)
Bachelor's degree,"41,926","+/-5,947",(X),(X),"52,793","+/-4,099",(X),(X),"37,545","+/-5,008",(X),(X)
Graduate or professional degree,"50,890","+/-4,003",(X),(X),"50,833","+/-5,228",(X),(X),"51,012","+/-6,686",(X),(X)
