MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"28,439","+/-2,020",(X),(X),"36,014","+/-1,472",(X),(X),"23,373","+/-1,791",(X),(X)
Less than high school graduate,"24,488","+/-2,243",(X),(X),"25,000","+/-5,064",(X),(X),"24,199","+/-2,132",(X),(X)
High school graduate (includes equivalency),"26,564","+/-1,689",(X),(X),"31,957","+/-4,001",(X),(X),"20,943","+/-5,484",(X),(X)
Some college or associate's degree,"29,367","+/-3,623",(X),(X),"38,375","+/-6,756",(X),(X),"22,309","+/-2,244",(X),(X)
Bachelor's degree,"32,380","+/-8,341",(X),(X),"45,227","+/-13,596",(X),(X),"29,250","+/-8,265",(X),(X)
Graduate or professional degree,"51,250","+/-19,709",(X),(X),"54,219","+/-10,334",(X),(X),"31,750","+/-8,358",(X),(X)
