MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"33,776","+/-2,331",(X),(X),"42,065","+/-2,438",(X),(X),"25,832","+/-1,961",(X),(X)
Less than high school graduate,"20,942","+/-2,366",(X),(X),"27,592","+/-7,709",(X),(X),"11,522","+/-6,551",(X),(X)
High school graduate (includes equivalency),"30,968","+/-1,423",(X),(X),"38,717","+/-3,122",(X),(X),"21,883","+/-2,227",(X),(X)
Some college or associate's degree,"32,975","+/-3,403",(X),(X),"43,658","+/-4,177",(X),(X),"25,819","+/-3,267",(X),(X)
Bachelor's degree,"52,446","+/-5,639",(X),(X),"67,098","+/-16,864",(X),(X),"41,354","+/-6,226",(X),(X)
Graduate or professional degree,"53,787","+/-6,142",(X),(X),"62,417","+/-16,483",(X),(X),"49,922","+/-9,002",(X),(X)
