MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"30,277","+/-1,996",(X),(X),"34,682","+/-5,889",(X),(X),"26,295","+/-3,505",(X),(X)
Less than high school graduate,"26,700","+/-8,101",(X),(X),"31,023","+/-1,125",(X),(X),"16,574","+/-5,759",(X),(X)
High school graduate (includes equivalency),"26,946","+/-3,604",(X),(X),"33,690","+/-8,195",(X),(X),"19,306","+/-7,214",(X),(X)
Some college or associate's degree,"31,122","+/-3,479",(X),(X),"40,595","+/-11,876",(X),(X),"28,790","+/-4,766",(X),(X)
Bachelor's degree,"34,007","+/-3,046",(X),(X),"33,897","+/-2,609",(X),(X),"35,080","+/-9,730",(X),(X)
Graduate or professional degree,"54,261","+/-6,568",(X),(X),"65,909","+/-12,080",(X),(X),"52,452","+/-2,045",(X),(X)
