MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"30,107","+/-2,199",(X),(X),"35,947","+/-5,049",(X),(X),"26,611","+/-2,686",(X),(X)
Less than high school graduate,"25,750","+/-11,421",(X),(X),"30,179","+/-5,340",(X),(X),"16,094","+/-4,559",(X),(X)
High school graduate (includes equivalency),"27,006","+/-4,298",(X),(X),"31,741","+/-7,799",(X),(X),"23,915","+/-4,164",(X),(X)
Some college or associate's degree,"27,238","+/-3,487",(X),(X),"41,619","+/-10,299",(X),(X),"22,257","+/-3,050",(X),(X)
Bachelor's degree,"35,728","+/-2,025",(X),(X),"42,250","+/-19,680",(X),(X),"35,205","+/-3,892",(X),(X)
Graduate or professional degree,"53,438","+/-12,607",(X),(X),"69,750","+/-20,076",(X),(X),"51,691","+/-1,131",(X),(X)
