MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"30,679",+/-994,(X),(X),"36,843","+/-2,449",(X),(X),"24,707","+/-2,081",(X),(X)
Less than high school graduate,"18,942","+/-4,873",(X),(X),"22,750","+/-9,149",(X),(X),"16,250","+/-7,085",(X),(X)
High school graduate (includes equivalency),"29,750","+/-3,012",(X),(X),"37,557","+/-2,936",(X),(X),"21,230","+/-2,189",(X),(X)
Some college or associate's degree,"29,137","+/-3,222",(X),(X),"35,799","+/-4,330",(X),(X),"21,786","+/-3,143",(X),(X)
Bachelor's degree,"46,346","+/-7,940",(X),(X),"64,205","+/-9,880",(X),(X),"39,219","+/-10,473",(X),(X)
Graduate or professional degree,"55,119","+/-7,573",(X),(X),"48,750","+/-21,346",(X),(X),"55,724","+/-5,295",(X),(X)
