MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"34,986","+/-1,805",(X),(X),"44,640","+/-2,765",(X),(X),"26,456","+/-1,241",(X),(X)
Less than high school graduate,"20,851","+/-5,243",(X),(X),"25,699","+/-12,721",(X),(X),"14,953","+/-3,542",(X),(X)
High school graduate (includes equivalency),"30,567","+/-1,716",(X),(X),"39,561","+/-2,979",(X),(X),"22,670","+/-1,846",(X),(X)
Some college or associate's degree,"37,134","+/-2,611",(X),(X),"47,511","+/-3,097",(X),(X),"26,634","+/-2,117",(X),(X)
Bachelor's degree,"42,928","+/-7,588",(X),(X),"57,708","+/-18,078",(X),(X),"38,304","+/-8,081",(X),(X)
Graduate or professional degree,"55,061","+/-6,594",(X),(X),"67,667","+/-18,596",(X),(X),"47,805","+/-7,943",(X),(X)
