MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"35,750","+/-1,312",(X),(X),"44,571","+/-2,376",(X),(X),"26,582","+/-1,211",(X),(X)
Less than high school graduate,"19,714","+/-5,746",(X),(X),"22,038","+/-8,707",(X),(X),"14,923","+/-3,897",(X),(X)
High school graduate (includes equivalency),"32,391","+/-1,909",(X),(X),"41,369","+/-2,212",(X),(X),"24,035","+/-2,155",(X),(X)
Some college or associate's degree,"36,040","+/-1,632",(X),(X),"46,498","+/-3,575",(X),(X),"26,007","+/-1,460",(X),(X)
Bachelor's degree,"42,149","+/-5,332",(X),(X),"60,513","+/-15,240",(X),(X),"38,250","+/-8,872",(X),(X)
Graduate or professional degree,"59,773","+/-9,807",(X),(X),"66,563","+/-23,249",(X),(X),"54,722","+/-8,558",(X),(X)
