MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"30,969",+/-845,(X),(X),"36,741","+/-1,614",(X),(X),"26,075","+/-1,125",(X),(X)
Less than high school graduate,"19,506","+/-3,265",(X),(X),"23,637","+/-1,667",(X),(X),"15,740","+/-2,014",(X),(X)
High school graduate (includes equivalency),"25,529","+/-1,569",(X),(X),"30,792","+/-1,729",(X),(X),"20,055","+/-1,505",(X),(X)
Some college or associate's degree,"30,646","+/-1,036",(X),(X),"38,294","+/-2,990",(X),(X),"24,606","+/-1,292",(X),(X)
Bachelor's degree,"43,524","+/-2,327",(X),(X),"54,136","+/-4,918",(X),(X),"36,521","+/-1,442",(X),(X)
Graduate or professional degree,"54,420","+/-4,532",(X),(X),"59,783","+/-10,427",(X),(X),"51,542","+/-4,810",(X),(X)
