MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"30,296",+/-775,(X),(X),"34,930","+/-1,959",(X),(X),"25,279","+/-1,171",(X),(X)
Less than high school graduate,"20,503","+/-4,056",(X),(X),"23,756","+/-1,877",(X),(X),"16,033","+/-1,710",(X),(X)
High school graduate (includes equivalency),"25,658","+/-1,289",(X),(X),"30,685","+/-1,549",(X),(X),"19,735","+/-1,689",(X),(X)
Some college or associate's degree,"28,922","+/-1,803",(X),(X),"35,358","+/-2,640",(X),(X),"23,483","+/-1,427",(X),(X)
Bachelor's degree,"42,071","+/-1,569",(X),(X),"52,256","+/-4,650",(X),(X),"36,155","+/-1,813",(X),(X)
Graduate or professional degree,"50,787","+/-3,556",(X),(X),"52,320","+/-9,577",(X),(X),"48,644","+/-5,210",(X),(X)
