MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"30,799","+/-1,068",(X),(X),"36,826","+/-1,397",(X),(X),"24,757","+/-1,901",(X),(X)
Less than high school graduate,"21,493","+/-4,984",(X),(X),"23,775","+/-4,621",(X),(X),"16,213","+/-3,463",(X),(X)
High school graduate (includes equivalency),"26,822","+/-1,638",(X),(X),"32,455","+/-4,283",(X),(X),"19,037","+/-2,429",(X),(X)
Some college or associate's degree,"31,145","+/-2,268",(X),(X),"38,344","+/-5,662",(X),(X),"25,807","+/-2,110",(X),(X)
Bachelor's degree,"41,386","+/-4,121",(X),(X),"51,382","+/-15,061",(X),(X),"33,401","+/-6,550",(X),(X)
Graduate or professional degree,"54,938","+/-5,802",(X),(X),"61,506","+/-9,532",(X),(X),"46,366","+/-9,359",(X),(X)
