MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"30,727",+/-883,(X),(X),"36,261","+/-1,255",(X),(X),"25,148","+/-1,642",(X),(X)
Less than high school graduate,"18,284","+/-3,950",(X),(X),"21,968","+/-4,475",(X),(X),"15,647","+/-2,182",(X),(X)
High school graduate (includes equivalency),"27,144","+/-1,905",(X),(X),"32,482","+/-3,717",(X),(X),"19,826","+/-2,262",(X),(X)
Some college or associate's degree,"30,932","+/-1,394",(X),(X),"37,708","+/-4,807",(X),(X),"25,815","+/-1,430",(X),(X)
Bachelor's degree,"40,708","+/-1,779",(X),(X),"47,242","+/-11,943",(X),(X),"35,923","+/-4,371",(X),(X)
Graduate or professional degree,"55,585","+/-5,777",(X),(X),"67,553","+/-12,713",(X),(X),"46,058","+/-9,721",(X),(X)
