MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"31,153",+/-802,(X),(X),"40,726","+/-1,677",(X),(X),"22,434","+/-1,415",(X),(X)
Less than high school graduate,"22,236","+/-2,586",(X),(X),"28,036","+/-10,779",(X),(X),"15,250","+/-2,604",(X),(X)
High school graduate (includes equivalency),"26,925","+/-1,352",(X),(X),"32,375","+/-2,254",(X),(X),"20,455","+/-1,166",(X),(X)
Some college or associate's degree,"32,790","+/-2,858",(X),(X),"41,934","+/-1,993",(X),(X),"22,656","+/-3,275",(X),(X)
Bachelor's degree,"45,330","+/-3,045",(X),(X),"55,089","+/-5,903",(X),(X),"33,902","+/-3,575",(X),(X)
Graduate or professional degree,"47,172","+/-4,889",(X),(X),"57,386","+/-12,216",(X),(X),"43,948","+/-2,677",(X),(X)
