MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"30,144",+/-973,(X),(X),"37,381","+/-1,829",(X),(X),"24,499","+/-1,623",(X),(X)
Less than high school graduate,"22,542","+/-1,970",(X),(X),"23,860","+/-3,009",(X),(X),"19,125","+/-7,240",(X),(X)
High school graduate (includes equivalency),"28,172","+/-2,729",(X),(X),"38,205","+/-4,647",(X),(X),"21,169","+/-2,140",(X),(X)
Some college or associate's degree,"30,284","+/-2,474",(X),(X),"38,625","+/-2,616",(X),(X),"24,041","+/-2,504",(X),(X)
Bachelor's degree,"43,000","+/-5,409",(X),(X),"50,179","+/-10,535",(X),(X),"38,304","+/-6,614",(X),(X)
Graduate or professional degree,"40,652","+/-5,158",(X),(X),"37,500","+/-18,554",(X),(X),"40,987","+/-6,500",(X),(X)
