MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"28,120","+/-2,076",(X),(X),"36,050","+/-1,741",(X),(X),"23,577","+/-1,605",(X),(X)
Less than high school graduate,"22,820","+/-2,359",(X),(X),"24,950","+/-3,127",(X),(X),"16,786","+/-9,646",(X),(X)
High school graduate (includes equivalency),"26,976","+/-1,561",(X),(X),"37,550","+/-5,310",(X),(X),"21,432","+/-2,291",(X),(X)
Some college or associate's degree,"27,229","+/-1,996",(X),(X),"35,604","+/-3,725",(X),(X),"22,770","+/-1,760",(X),(X)
Bachelor's degree,"41,994","+/-2,941",(X),(X),"44,306","+/-4,434",(X),(X),"40,219","+/-4,743",(X),(X)
Graduate or professional degree,"39,813","+/-9,068",(X),(X),"36,583","+/-9,913",(X),(X),"41,346","+/-14,381",(X),(X)
