MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"35,037","+/-1,502",(X),(X),"45,511","+/-3,256",(X),(X),"26,618","+/-1,345",(X),(X)
Less than high school graduate,"19,960","+/-4,650",(X),(X),"28,750","+/-7,106",(X),(X),"14,808","+/-3,119",(X),(X)
High school graduate (includes equivalency),"30,796","+/-1,426",(X),(X),"38,542","+/-3,846",(X),(X),"23,410","+/-2,497",(X),(X)
Some college or associate's degree,"37,378","+/-2,233",(X),(X),"50,594","+/-2,644",(X),(X),"27,161","+/-3,305",(X),(X)
Bachelor's degree,"46,350","+/-11,314",(X),(X),"75,000","+/-8,620",(X),(X),"31,672","+/-4,086",(X),(X)
Graduate or professional degree,"51,196","+/-7,750",(X),(X),"59,792","+/-22,397",(X),(X),"49,938","+/-9,393",(X),(X)
