MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"35,409",+/-446,(X),(X),"44,478","+/-1,110",(X),(X),"28,309",+/-736,(X),(X)
Less than high school graduate,"21,088",+/-822,(X),(X),"26,706","+/-1,935",(X),(X),"15,198","+/-1,676",(X),(X)
High school graduate (includes equivalency),"30,219",+/-650,(X),(X),"40,332",+/-972,(X),(X),"21,142",+/-772,(X),(X)
Some college or associate's degree,"34,001","+/-1,060",(X),(X),"45,859","+/-2,554",(X),(X),"27,243",+/-949,(X),(X)
Bachelor's degree,"48,122","+/-2,283",(X),(X),"62,120","+/-1,620",(X),(X),"39,639","+/-1,691",(X),(X)
Graduate or professional degree,"60,958","+/-2,163",(X),(X),"74,792","+/-5,297",(X),(X),"52,167","+/-2,005",(X),(X)
