MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"36,959",+/-497,(X),(X),"47,351","+/-1,490",(X),(X),"29,897",+/-684,(X),(X)
Less than high school graduate,"22,628","+/-1,984",(X),(X),"30,357","+/-2,033",(X),(X),"16,957","+/-1,569",(X),(X)
High school graduate (includes equivalency),"31,872",+/-655,(X),(X),"41,693","+/-1,221",(X),(X),"22,373",+/-950,(X),(X)
Some college or associate's degree,"35,138",+/-832,(X),(X),"48,762","+/-3,235",(X),(X),"28,307",+/-979,(X),(X)
Bachelor's degree,"49,098","+/-2,305",(X),(X),"63,067","+/-3,190",(X),(X),"40,158","+/-1,640",(X),(X)
Graduate or professional degree,"60,592","+/-1,688",(X),(X),"70,894","+/-6,005",(X),(X),"53,973","+/-2,339",(X),(X)
