MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"36,306","+/-2,082",(X),(X),"48,867","+/-2,927",(X),(X),"23,689","+/-2,277",(X),(X)
Less than high school graduate,"21,930","+/-4,129",(X),(X),"26,313","+/-8,550",(X),(X),"10,983","+/-2,652",(X),(X)
High school graduate (includes equivalency),"31,457","+/-3,199",(X),(X),"44,605","+/-3,645",(X),(X),"20,735","+/-1,550",(X),(X)
Some college or associate's degree,"37,575","+/-3,304",(X),(X),"53,460","+/-3,463",(X),(X),"23,387","+/-3,749",(X),(X)
Bachelor's degree,"44,070","+/-5,295",(X),(X),"56,506","+/-5,729",(X),(X),"34,933","+/-4,679",(X),(X)
Graduate or professional degree,"54,946","+/-5,484",(X),(X),"70,682","+/-29,144",(X),(X),"52,212","+/-6,411",(X),(X)
