MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"36,255","+/-1,687",(X),(X),"48,382","+/-2,850",(X),(X),"24,043","+/-2,100",(X),(X)
Less than high school graduate,"20,948","+/-2,065",(X),(X),"25,337","+/-6,500",(X),(X),"11,132","+/-2,718",(X),(X)
High school graduate (includes equivalency),"32,574","+/-2,839",(X),(X),"45,562","+/-4,208",(X),(X),"21,072","+/-1,406",(X),(X)
Some college or associate's degree,"36,290","+/-2,097",(X),(X),"52,680","+/-3,031",(X),(X),"23,576","+/-2,024",(X),(X)
Bachelor's degree,"45,728","+/-3,345",(X),(X),"56,637","+/-6,343",(X),(X),"38,073","+/-7,260",(X),(X)
Graduate or professional degree,"56,775","+/-7,952",(X),(X),"72,944","+/-3,186",(X),(X),"51,287","+/-6,243",(X),(X)
