MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"24,495","+/-2,876",(X),(X),"28,006","+/-2,557",(X),(X),"20,079","+/-2,571",(X),(X)
Less than high school graduate,"17,460","+/-2,219",(X),(X),"19,167","+/-8,076",(X),(X),"16,719","+/-2,246",(X),(X)
High school graduate (includes equivalency),"21,135","+/-2,745",(X),(X),"26,891","+/-3,264",(X),(X),"15,964","+/-2,141",(X),(X)
Some college or associate's degree,"23,932","+/-4,003",(X),(X),"27,883","+/-3,473",(X),(X),"20,183","+/-4,603",(X),(X)
Bachelor's degree,"36,135","+/-2,935",(X),(X),"42,534","+/-8,580",(X),(X),"35,083","+/-5,846",(X),(X)
Graduate or professional degree,"51,250","+/-6,568",(X),(X),"51,667","+/-32,548",(X),(X),"50,694","+/-8,844",(X),(X)
