MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"32,595","+/-1,982",(X),(X),"42,066","+/-1,750",(X),(X),"27,584","+/-1,564",(X),(X)
Less than high school graduate,"22,500","+/-11,553",(X),(X),"36,250","+/-17,420",(X),(X),-,**,(X),(X)
High school graduate (includes equivalency),"28,823","+/-2,853",(X),(X),"36,758","+/-7,127",(X),(X),"22,353","+/-5,300",(X),(X)
Some college or associate's degree,"31,621","+/-1,697",(X),(X),"43,295","+/-3,574",(X),(X),"27,576","+/-2,452",(X),(X)
Bachelor's degree,"40,974","+/-4,027",(X),(X),"73,693","+/-7,982",(X),(X),"35,614","+/-2,598",(X),(X)
Graduate or professional degree,"52,778","+/-3,095",(X),(X),"65,074","+/-9,252",(X),(X),"44,583","+/-12,286",(X),(X)
