MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"41,010",+/-825,(X),(X),"57,999","+/-2,829",(X),(X),"28,981","+/-1,483",(X),(X)
Less than high school graduate,"19,873","+/-3,261",(X),(X),"23,904","+/-4,006",(X),(X),"14,051","+/-3,862",(X),(X)
High school graduate (includes equivalency),"35,052","+/-1,597",(X),(X),"52,183","+/-2,793",(X),(X),"20,575","+/-1,290",(X),(X)
Some college or associate's degree,"39,315","+/-1,653",(X),(X),"56,168","+/-4,858",(X),(X),"27,090","+/-2,368",(X),(X)
Bachelor's degree,"46,858","+/-2,251",(X),(X),"67,212","+/-5,409",(X),(X),"35,530","+/-2,026",(X),(X)
Graduate or professional degree,"64,701","+/-3,015",(X),(X),"82,468","+/-9,295",(X),(X),"52,212","+/-4,105",(X),(X)
