MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"42,416","+/-1,336",(X),(X),"48,904","+/-1,916",(X),(X),"36,071","+/-1,605",(X),(X)
Less than high school graduate,"21,238","+/-4,620",(X),(X),"27,083","+/-11,888",(X),(X),"11,528","+/-7,928",(X),(X)
High school graduate (includes equivalency),"32,173","+/-2,147",(X),(X),"41,905","+/-3,814",(X),(X),"24,808","+/-5,772",(X),(X)
Some college or associate's degree,"40,776","+/-2,029",(X),(X),"46,054","+/-3,590",(X),(X),"35,322","+/-3,406",(X),(X)
Bachelor's degree,"54,701","+/-3,233",(X),(X),"63,548","+/-7,473",(X),(X),"47,846","+/-4,713",(X),(X)
Graduate or professional degree,"60,525","+/-6,769",(X),(X),"73,775","+/-12,320",(X),(X),"52,500","+/-6,307",(X),(X)
