MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"36,537","+/-1,519",(X),(X),"45,585","+/-3,407",(X),(X),"26,756","+/-1,400",(X),(X)
Less than high school graduate,"27,500","+/-7,238",(X),(X),"31,750","+/-6,354",(X),(X),"21,250","+/-4,786",(X),(X)
High school graduate (includes equivalency),"35,021","+/-3,100",(X),(X),"42,102","+/-1,362",(X),(X),"22,719","+/-2,859",(X),(X)
Some college or associate's degree,"35,265","+/-4,179",(X),(X),"50,613","+/-5,343",(X),(X),"26,391","+/-1,999",(X),(X)
Bachelor's degree,"46,653","+/-6,474",(X),(X),"64,485","+/-9,721",(X),(X),"35,888","+/-4,855",(X),(X)
Graduate or professional degree,"55,063","+/-9,248",(X),(X),"51,953","+/-20,599",(X),(X),"55,625","+/-10,674",(X),(X)
