MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"32,924","+/-2,016",(X),(X),"42,122","+/-2,540",(X),(X),"25,068","+/-1,626",(X),(X)
Less than high school graduate,"21,583","+/-10,851",(X),(X),"31,168","+/-4,061",(X),(X),"12,373","+/-3,287",(X),(X)
High school graduate (includes equivalency),"31,281","+/-1,525",(X),(X),"38,909","+/-2,865",(X),(X),"21,027","+/-1,680",(X),(X)
Some college or associate's degree,"31,307","+/-1,983",(X),(X),"42,842","+/-4,259",(X),(X),"23,979","+/-2,346",(X),(X)
Bachelor's degree,"41,786","+/-1,696",(X),(X),"56,060","+/-12,559",(X),(X),"40,118","+/-9,386",(X),(X)
Graduate or professional degree,"58,168","+/-5,616",(X),(X),"59,470","+/-10,683",(X),(X),"54,338","+/-8,741",(X),(X)
