MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"35,511","+/-2,182",(X),(X),"45,366","+/-3,690",(X),(X),"24,717","+/-2,916",(X),(X)
Less than high school graduate,"30,694","+/-11,809",(X),(X),"40,972","+/-2,005",(X),(X),"17,500","+/-6,174",(X),(X)
High school graduate (includes equivalency),"30,771","+/-2,101",(X),(X),"39,722","+/-3,787",(X),(X),"21,094","+/-2,960",(X),(X)
Some college or associate's degree,"40,088","+/-7,242",(X),(X),"56,698","+/-2,840",(X),(X),"26,908","+/-6,579",(X),(X)
Bachelor's degree,"44,866","+/-9,528",(X),(X),"57,321","+/-31,801",(X),(X),"33,594","+/-4,381",(X),(X)
Graduate or professional degree,"52,250","+/-10,177",(X),(X),"60,893","+/-10,754",(X),(X),"44,750","+/-14,793",(X),(X)
