MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"34,140","+/-1,510",(X),(X),"40,939","+/-1,004",(X),(X),"27,646","+/-1,163",(X),(X)
Less than high school graduate,"24,602","+/-2,991",(X),(X),"25,372","+/-2,710",(X),(X),"20,838","+/-6,084",(X),(X)
High school graduate (includes equivalency),"29,048","+/-1,752",(X),(X),"35,253","+/-1,985",(X),(X),"22,360","+/-1,415",(X),(X)
Some college or associate's degree,"31,955","+/-1,211",(X),(X),"40,096","+/-2,461",(X),(X),"25,987","+/-1,369",(X),(X)
Bachelor's degree,"41,953","+/-1,309",(X),(X),"52,935","+/-1,988",(X),(X),"35,654","+/-1,278",(X),(X)
Graduate or professional degree,"52,463","+/-4,559",(X),(X),"68,005","+/-7,026",(X),(X),"44,782","+/-3,941",(X),(X)
