MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"32,188",+/-857,(X),(X),"40,409","+/-1,620",(X),(X),"26,795","+/-1,004",(X),(X)
Less than high school graduate,"18,611","+/-3,078",(X),(X),"23,523","+/-6,179",(X),(X),"11,828","+/-1,669",(X),(X)
High school graduate (includes equivalency),"26,407","+/-1,123",(X),(X),"31,770","+/-2,130",(X),(X),"21,553","+/-2,361",(X),(X)
Some college or associate's degree,"32,526","+/-2,185",(X),(X),"43,304","+/-1,917",(X),(X),"26,751","+/-1,710",(X),(X)
Bachelor's degree,"42,197","+/-2,479",(X),(X),"56,646","+/-9,553",(X),(X),"34,919","+/-2,010",(X),(X)
Graduate or professional degree,"57,224","+/-3,862",(X),(X),"70,913","+/-7,867",(X),(X),"53,366","+/-3,331",(X),(X)
