MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"34,124","+/-1,572",(X),(X),"40,326","+/-1,683",(X),(X),"29,258","+/-1,288",(X),(X)
Less than high school graduate,"15,658","+/-3,330",(X),(X),"16,468","+/-2,031",(X),(X),"12,346","+/-4,889",(X),(X)
High school graduate (includes equivalency),"29,882","+/-1,136",(X),(X),"34,717","+/-3,565",(X),(X),"26,227","+/-3,101",(X),(X)
Some college or associate's degree,"30,768","+/-1,378",(X),(X),"35,739","+/-1,821",(X),(X),"25,298","+/-2,401",(X),(X)
Bachelor's degree,"36,841","+/-2,441",(X),(X),"44,516","+/-5,439",(X),(X),"31,994","+/-1,397",(X),(X)
Graduate or professional degree,"52,717","+/-3,585",(X),(X),"64,200","+/-5,001",(X),(X),"42,202","+/-3,434",(X),(X)
