MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"32,390","+/-1,463",(X),(X),"40,641","+/-1,624",(X),(X),"21,569","+/-1,503",(X),(X)
Less than high school graduate,"33,932","+/-5,075",(X),(X),"42,451","+/-3,555",(X),(X),"13,750","+/-1,559",(X),(X)
High school graduate (includes equivalency),"30,734","+/-1,754",(X),(X),"36,621","+/-2,984",(X),(X),"22,471","+/-2,215",(X),(X)
Some college or associate's degree,"32,190","+/-3,113",(X),(X),"40,422","+/-4,081",(X),(X),"24,092","+/-3,225",(X),(X)
Bachelor's degree,"40,324","+/-5,570",(X),(X),"47,174","+/-18,196",(X),(X),"34,258","+/-4,650",(X),(X)
Graduate or professional degree,"41,875","+/-18,134",(X),(X),"60,750","+/-29,878",(X),(X),"30,938","+/-14,918",(X),(X)
