MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"31,434","+/-1,453",(X),(X),"37,043","+/-2,048",(X),(X),"21,887","+/-3,458",(X),(X)
Less than high school graduate,"27,676","+/-7,654",(X),(X),"28,942","+/-4,576",(X),(X),"18,289","+/-11,795",(X),(X)
High school graduate (includes equivalency),"27,425","+/-3,495",(X),(X),"35,038","+/-3,177",(X),(X),"16,096","+/-2,338",(X),(X)
Some college or associate's degree,"35,344","+/-2,919",(X),(X),"39,902","+/-6,023",(X),(X),"28,426","+/-7,857",(X),(X)
Bachelor's degree,"42,000","+/-11,396",(X),(X),"56,250","+/-31,135",(X),(X),"36,458","+/-13,817",(X),(X)
Graduate or professional degree,"51,761","+/-15,421",(X),(X),"60,000","+/-54,412",(X),(X),"50,625","+/-11,314",(X),(X)
