MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"39,812","+/-2,851",(X),(X),"46,753","+/-3,131",(X),(X),"31,059","+/-2,004",(X),(X)
Less than high school graduate,"30,563","+/-5,265",(X),(X),"31,813","+/-15,434",(X),(X),"25,000","+/-17,529",(X),(X)
High school graduate (includes equivalency),"35,531","+/-3,621",(X),(X),"46,156","+/-5,931",(X),(X),"24,099","+/-4,064",(X),(X)
Some college or associate's degree,"37,645","+/-4,518",(X),(X),"44,339","+/-4,239",(X),(X),"30,885","+/-5,405",(X),(X)
Bachelor's degree,"50,192","+/-12,210",(X),(X),"68,750","+/-10,530",(X),(X),"33,500","+/-13,784",(X),(X)
Graduate or professional degree,"49,375","+/-15,156",(X),(X),"32,361","+/-24,936",(X),(X),"56,917","+/-8,278",(X),(X)
