MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"32,767","+/-1,601",(X),(X),"37,805","+/-2,324",(X),(X),"26,575","+/-1,688",(X),(X)
Less than high school graduate,"24,609","+/-6,433",(X),(X),"27,868","+/-3,347",(X),(X),"16,579","+/-8,703",(X),(X)
High school graduate (includes equivalency),"31,287","+/-1,151",(X),(X),"35,709","+/-1,132",(X),(X),"24,327","+/-3,476",(X),(X)
Some college or associate's degree,"30,995","+/-1,570",(X),(X),"40,257","+/-2,577",(X),(X),"23,562","+/-2,844",(X),(X)
Bachelor's degree,"48,042","+/-2,969",(X),(X),"55,274","+/-7,136",(X),(X),"41,044","+/-4,014",(X),(X)
Graduate or professional degree,"47,781","+/-5,876",(X),(X),"55,139","+/-19,783",(X),(X),"47,253","+/-3,133",(X),(X)
