MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"31,709","+/-1,556",(X),(X),"40,491","+/-1,565",(X),(X),"25,454","+/-1,028",(X),(X)
Less than high school graduate,"20,815","+/-4,136",(X),(X),"33,125","+/-14,261",(X),(X),"14,286","+/-3,986",(X),(X)
High school graduate (includes equivalency),"26,606",+/-836,(X),(X),"32,649","+/-3,587",(X),(X),"22,713","+/-1,470",(X),(X)
Some college or associate's degree,"32,147","+/-3,089",(X),(X),"41,610","+/-2,076",(X),(X),"25,134","+/-1,772",(X),(X)
Bachelor's degree,"50,560","+/-6,738",(X),(X),"75,587","+/-20,254",(X),(X),"41,139","+/-7,253",(X),(X)
Graduate or professional degree,"54,600","+/-14,029",(X),(X),"63,380","+/-17,801",(X),(X),"44,101","+/-14,550",(X),(X)
