MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"33,104","+/-1,844",(X),(X),"40,274","+/-2,161",(X),(X),"25,106","+/-2,091",(X),(X)
Less than high school graduate,"16,689","+/-4,239",(X),(X),"21,648","+/-9,391",(X),(X),"15,257","+/-2,457",(X),(X)
High school graduate (includes equivalency),"31,927","+/-3,520",(X),(X),"37,635","+/-2,939",(X),(X),"22,233","+/-3,103",(X),(X)
Some college or associate's degree,"33,488","+/-3,553",(X),(X),"48,221","+/-5,874",(X),(X),"25,369","+/-4,356",(X),(X)
Bachelor's degree,"42,017","+/-2,938",(X),(X),"43,795","+/-4,902",(X),(X),"40,565","+/-3,198",(X),(X)
Graduate or professional degree,"59,792","+/-9,039",(X),(X),"77,887","+/-6,820",(X),(X),"51,333","+/-17,340",(X),(X)
