MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"32,300","+/-1,440",(X),(X),"38,594","+/-2,165",(X),(X),"25,627","+/-2,351",(X),(X)
Less than high school graduate,"19,556","+/-6,077",(X),(X),"25,132","+/-7,820",(X),(X),"16,143","+/-3,611",(X),(X)
High school graduate (includes equivalency),"31,344","+/-1,883",(X),(X),"37,253","+/-1,882",(X),(X),"22,959","+/-2,959",(X),(X)
Some college or associate's degree,"33,626","+/-3,677",(X),(X),"45,506","+/-6,868",(X),(X),"27,089","+/-4,439",(X),(X)
Bachelor's degree,"40,682","+/-2,228",(X),(X),"42,090","+/-3,663",(X),(X),"37,074","+/-7,183",(X),(X)
Graduate or professional degree,"58,988","+/-9,092",(X),(X),-,**,(X),(X),"51,400","+/-4,479",(X),(X)
