MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"33,645","+/-2,633",(X),(X),"39,459","+/-2,496",(X),(X),"26,867","+/-2,675",(X),(X)
Less than high school graduate,"20,040","+/-7,282",(X),(X),"23,470","+/-3,099",(X),(X),"11,850","+/-4,039",(X),(X)
High school graduate (includes equivalency),"30,361","+/-2,283",(X),(X),"36,048","+/-1,965",(X),(X),"21,046","+/-2,685",(X),(X)
Some college or associate's degree,"34,720","+/-3,183",(X),(X),"43,214","+/-5,946",(X),(X),"27,326","+/-3,866",(X),(X)
Bachelor's degree,"52,112","+/-5,851",(X),(X),"65,651","+/-6,741",(X),(X),"43,707","+/-6,857",(X),(X)
Graduate or professional degree,"50,705","+/-7,958",(X),(X),"54,453","+/-24,167",(X),(X),"50,136","+/-7,914",(X),(X)
