MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"31,257","+/-1,026",(X),(X),"37,004","+/-2,128",(X),(X),"25,340","+/-1,438",(X),(X)
Less than high school graduate,"20,103","+/-6,997",(X),(X),"23,929","+/-3,910",(X),(X),"11,522","+/-2,815",(X),(X)
High school graduate (includes equivalency),"30,412","+/-2,802",(X),(X),"35,343","+/-2,749",(X),(X),"21,426","+/-2,178",(X),(X)
Some college or associate's degree,"30,736","+/-1,416",(X),(X),"40,219","+/-5,898",(X),(X),"25,828","+/-2,005",(X),(X)
Bachelor's degree,"47,604","+/-5,419",(X),(X),"60,523","+/-12,810",(X),(X),"40,000","+/-7,242",(X),(X)
Graduate or professional degree,"47,966","+/-5,293",(X),(X),"46,696","+/-24,562",(X),(X),"48,404","+/-4,729",(X),(X)
