MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"32,410","+/-1,956",(X),(X),"41,762","+/-1,069",(X),(X),"25,301","+/-1,521",(X),(X)
Less than high school graduate,"27,788","+/-4,715",(X),(X),"35,543","+/-6,974",(X),(X),"21,563","+/-6,452",(X),(X)
High school graduate (includes equivalency),"30,611",+/-957,(X),(X),"37,500","+/-3,736",(X),(X),"21,752","+/-1,924",(X),(X)
Some college or associate's degree,"33,659","+/-4,017",(X),(X),"44,447","+/-6,722",(X),(X),"25,244","+/-3,040",(X),(X)
Bachelor's degree,"41,173","+/-2,621",(X),(X),"57,352","+/-3,181",(X),(X),"30,508","+/-4,144",(X),(X)
Graduate or professional degree,"58,912","+/-5,875",(X),(X),"61,652","+/-6,431",(X),(X),"47,426","+/-10,779",(X),(X)
