MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"34,046","+/-1,696",(X),(X),"42,374","+/-1,613",(X),(X),"25,994","+/-1,245",(X),(X)
Less than high school graduate,"30,360","+/-4,922",(X),(X),"38,468","+/-4,706",(X),(X),"21,442","+/-7,781",(X),(X)
High school graduate (includes equivalency),"31,413","+/-1,037",(X),(X),"40,134","+/-3,814",(X),(X),"24,118","+/-3,124",(X),(X)
Some college or associate's degree,"34,505","+/-1,988",(X),(X),"43,314","+/-4,256",(X),(X),"25,415","+/-2,485",(X),(X)
Bachelor's degree,"38,769","+/-4,436",(X),(X),"57,143","+/-5,677",(X),(X),"31,317","+/-3,763",(X),(X)
Graduate or professional degree,"60,557","+/-10,151",(X),(X),"64,241","+/-9,585",(X),(X),"48,526","+/-9,270",(X),(X)
