MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"32,605","+/-1,326",(X),(X),"40,638",+/-807,(X),(X),"24,653","+/-1,372",(X),(X)
Less than high school graduate,"25,475","+/-5,700",(X),(X),"33,848","+/-4,099",(X),(X),"20,740","+/-2,824",(X),(X)
High school graduate (includes equivalency),"29,919","+/-2,196",(X),(X),"37,207","+/-2,706",(X),(X),"22,396","+/-1,559",(X),(X)
Some college or associate's degree,"32,913","+/-1,868",(X),(X),"41,653","+/-1,413",(X),(X),"25,571","+/-1,646",(X),(X)
Bachelor's degree,"41,296","+/-1,757",(X),(X),"55,161","+/-7,590",(X),(X),"33,990","+/-5,240",(X),(X)
Graduate or professional degree,"58,233","+/-8,724",(X),(X),"64,514","+/-13,164",(X),(X),"49,375","+/-9,922",(X),(X)
