MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"33,099","+/-1,613",(X),(X),"40,894","+/-1,091",(X),(X),"24,993","+/-1,343",(X),(X)
Less than high school graduate,"25,508","+/-4,157",(X),(X),"33,983","+/-3,669",(X),(X),"17,267","+/-5,399",(X),(X)
High school graduate (includes equivalency),"30,559","+/-1,817",(X),(X),"38,089","+/-2,544",(X),(X),"22,009","+/-1,598",(X),(X)
Some college or associate's degree,"33,775","+/-1,994",(X),(X),"42,948","+/-3,146",(X),(X),"25,726","+/-1,633",(X),(X)
Bachelor's degree,"40,147","+/-2,503",(X),(X),"53,205","+/-6,077",(X),(X),"34,439","+/-4,559",(X),(X)
Graduate or professional degree,"58,950","+/-7,783",(X),(X),"80,938","+/-24,299",(X),(X),"44,531","+/-7,370",(X),(X)
