MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"30,558",+/-589,(X),(X),"36,100","+/-1,229",(X),(X),"25,287",+/-943,(X),(X)
Less than high school graduate,"17,184","+/-2,085",(X),(X),"19,835","+/-3,595",(X),(X),"11,823","+/-8,739",(X),(X)
High school graduate (includes equivalency),"27,401","+/-1,584",(X),(X),"33,761","+/-3,311",(X),(X),"22,188","+/-1,344",(X),(X)
Some college or associate's degree,"30,531","+/-1,299",(X),(X),"34,966","+/-2,635",(X),(X),"25,917","+/-2,039",(X),(X)
Bachelor's degree,"40,345","+/-2,541",(X),(X),"50,541","+/-6,182",(X),(X),"32,152","+/-4,376",(X),(X)
Graduate or professional degree,"54,391","+/-6,414",(X),(X),"80,034","+/-17,897",(X),(X),"43,750","+/-5,678",(X),(X)
