MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"32,045",+/-754,(X),(X),"40,025","+/-2,314",(X),(X),"26,276","+/-1,044",(X),(X)
Less than high school graduate,"17,388","+/-2,057",(X),(X),"21,691","+/-6,423",(X),(X),"12,138","+/-6,875",(X),(X)
High school graduate (includes equivalency),"28,693","+/-2,359",(X),(X),"34,653","+/-2,172",(X),(X),"22,157","+/-1,315",(X),(X)
Some college or associate's degree,"31,900","+/-1,061",(X),(X),"40,668","+/-2,872",(X),(X),"26,927","+/-1,836",(X),(X)
Bachelor's degree,"41,075","+/-2,000",(X),(X),"46,042","+/-7,140",(X),(X),"36,053","+/-1,715",(X),(X)
Graduate or professional degree,"55,729","+/-7,155",(X),(X),"65,250","+/-9,286",(X),(X),"46,700","+/-7,718",(X),(X)
