MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"31,057","+/-1,162",(X),(X),"39,888","+/-1,507",(X),(X),"23,489","+/-1,530",(X),(X)
Less than high school graduate,"19,484","+/-3,324",(X),(X),"30,024","+/-12,949",(X),(X),"11,096","+/-2,444",(X),(X)
High school graduate (includes equivalency),"27,467","+/-1,954",(X),(X),"36,661","+/-2,564",(X),(X),"19,503","+/-2,568",(X),(X)
Some college or associate's degree,"28,885","+/-3,363",(X),(X),"39,128","+/-2,789",(X),(X),"22,058","+/-1,671",(X),(X)
Bachelor's degree,"42,772","+/-5,044",(X),(X),"49,628","+/-4,988",(X),(X),"36,807","+/-3,839",(X),(X)
Graduate or professional degree,"54,821","+/-6,146",(X),(X),"65,282","+/-13,902",(X),(X),"50,995","+/-6,758",(X),(X)
