MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"32,304","+/-1,185",(X),(X),"40,999","+/-1,453",(X),(X),"24,289","+/-1,972",(X),(X)
Less than high school graduate,"22,904","+/-3,731",(X),(X),"35,093","+/-6,300",(X),(X),"11,235","+/-1,497",(X),(X)
High school graduate (includes equivalency),"29,078","+/-1,922",(X),(X),"38,132","+/-2,044",(X),(X),"20,189","+/-2,409",(X),(X)
Some college or associate's degree,"31,999","+/-2,586",(X),(X),"41,327","+/-4,470",(X),(X),"23,419","+/-2,960",(X),(X)
Bachelor's degree,"41,817","+/-3,094",(X),(X),"49,375","+/-8,125",(X),(X),"37,407","+/-2,789",(X),(X)
Graduate or professional degree,"53,179","+/-5,852",(X),(X),"65,195","+/-14,886",(X),(X),"50,093","+/-6,651",(X),(X)
