MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"32,622","+/-1,688",(X),(X),"40,533","+/-1,267",(X),(X),"25,594","+/-1,330",(X),(X)
Less than high school graduate,"22,041","+/-2,852",(X),(X),"26,341","+/-5,271",(X),(X),"18,741","+/-1,472",(X),(X)
High school graduate (includes equivalency),"31,739","+/-1,802",(X),(X),"40,507","+/-1,759",(X),(X),"23,795","+/-1,987",(X),(X)
Some college or associate's degree,"34,551","+/-2,590",(X),(X),"44,927","+/-5,428",(X),(X),"25,677","+/-2,091",(X),(X)
Bachelor's degree,"41,371","+/-2,911",(X),(X),"45,938","+/-10,955",(X),(X),"39,390","+/-5,054",(X),(X)
Graduate or professional degree,"45,515","+/-7,030",(X),(X),"48,452","+/-8,159",(X),(X),"41,389","+/-10,540",(X),(X)
