MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"32,943","+/-1,052",(X),(X),"42,478","+/-1,554",(X),(X),"24,904",+/-985,(X),(X)
Less than high school graduate,"21,506","+/-2,355",(X),(X),"25,309","+/-3,775",(X),(X),"16,456","+/-3,490",(X),(X)
High school graduate (includes equivalency),"30,346","+/-1,284",(X),(X),"38,600","+/-2,526",(X),(X),"21,584","+/-1,406",(X),(X)
Some college or associate's degree,"32,432","+/-2,024",(X),(X),"44,831","+/-4,176",(X),(X),"25,639","+/-1,801",(X),(X)
Bachelor's degree,"44,792","+/-3,276",(X),(X),"58,906","+/-11,334",(X),(X),"34,334","+/-2,828",(X),(X)
Graduate or professional degree,"61,469","+/-3,586",(X),(X),"69,659","+/-11,704",(X),(X),"55,129","+/-8,250",(X),(X)
