MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"41,604","+/-1,113",(X),(X),"52,466","+/-2,071",(X),(X),"31,554","+/-1,454",(X),(X)
Less than high school graduate,"21,125","+/-3,059",(X),(X),"23,333","+/-6,694",(X),(X),"19,342","+/-12,534",(X),(X)
High school graduate (includes equivalency),"31,966","+/-1,815",(X),(X),"39,458","+/-4,066",(X),(X),"23,585","+/-2,533",(X),(X)
Some college or associate's degree,"40,864","+/-1,677",(X),(X),"52,875","+/-2,546",(X),(X),"29,107","+/-2,641",(X),(X)
Bachelor's degree,"54,702","+/-4,790",(X),(X),"67,266","+/-5,380",(X),(X),"40,129","+/-5,451",(X),(X)
Graduate or professional degree,"68,444","+/-7,039",(X),(X),"82,363","+/-15,044",(X),(X),"56,629","+/-9,210",(X),(X)
