MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"38,475","+/-1,561",(X),(X),"51,117","+/-1,270",(X),(X),"27,985","+/-2,012",(X),(X)
Less than high school graduate,"23,201","+/-6,069",(X),(X),"26,514","+/-8,419",(X),(X),"14,303","+/-7,111",(X),(X)
High school graduate (includes equivalency),"30,069","+/-2,232",(X),(X),"36,379","+/-2,042",(X),(X),"22,085","+/-2,044",(X),(X)
Some college or associate's degree,"37,629","+/-2,317",(X),(X),"51,253","+/-1,537",(X),(X),"26,120","+/-1,814",(X),(X)
Bachelor's degree,"51,293","+/-1,777",(X),(X),"64,579","+/-4,788",(X),(X),"36,276","+/-2,938",(X),(X)
Graduate or professional degree,"68,640","+/-4,957",(X),(X),"81,020","+/-12,070",(X),(X),"56,415","+/-3,899",(X),(X)
