MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"30,964","+/-1,575",(X),(X),"36,870","+/-2,296",(X),(X),"22,666","+/-2,297",(X),(X)
Less than high school graduate,"25,246","+/-3,176",(X),(X),"26,742","+/-5,093",(X),(X),"16,250","+/-3,662",(X),(X)
High school graduate (includes equivalency),"31,745","+/-3,413",(X),(X),"40,313","+/-4,913",(X),(X),"22,130","+/-2,931",(X),(X)
Some college or associate's degree,"28,893","+/-3,247",(X),(X),"35,000","+/-9,553",(X),(X),"22,951","+/-2,722",(X),(X)
Bachelor's degree,"36,694","+/-6,662",(X),(X),"51,563","+/-18,296",(X),(X),"22,007","+/-17,337",(X),(X)
Graduate or professional degree,"53,207","+/-9,449",(X),(X),"55,956","+/-15,995",(X),(X),"50,500","+/-13,845",(X),(X)
