MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"31,307","+/-1,416",(X),(X),"37,780","+/-3,680",(X),(X),"23,362","+/-2,175",(X),(X)
Less than high school graduate,"25,072","+/-3,947",(X),(X),"27,476","+/-4,133",(X),(X),"15,395","+/-1,873",(X),(X)
High school graduate (includes equivalency),"31,556","+/-1,882",(X),(X),"40,074","+/-4,851",(X),(X),"22,072","+/-2,394",(X),(X)
Some college or associate's degree,"28,153","+/-5,601",(X),(X),"37,288","+/-8,309",(X),(X),"24,075","+/-3,100",(X),(X)
Bachelor's degree,"43,397","+/-9,037",(X),(X),"54,722","+/-16,090",(X),(X),"34,844","+/-13,526",(X),(X)
Graduate or professional degree,"54,792","+/-11,490",(X),(X),"58,750","+/-18,039",(X),(X),-,**,(X),(X)
